name,sub_type,type,job,cls,rank,base_atk,min_atk,max_atk,base_matk,min_matk,max_matk,base_def,min_def,max_def
"Muspell","","Outfit","Thief","Thief","Legendary","0","0.00","0.00","0","0.00","0.00","905","814.50","995.50"
"Muspell","","Outfit","Thief","Thief","Mythic","0","0.00","0.00","0","0.00","0.00","1,640","1,476.00","1,804.00"
"Pensalir","","Outfit","Thief","Thief","Normal","0","0.00","0.00","0","0.00","0.00","22","19.80","24.20"
"Pensalir","","Outfit","Thief","Thief","Rare","0","0.00","0.00","0","0.00","0.00","93","83.70","102.30"
"Pensalir","","Outfit","Thief","Thief","Epic","0","0.00","0.00","0","0.00","0.00","252","226.80","277.20"
"Pensalir","","Outfit","Thief","Thief","Unique","0","0.00","0.00","0","0.00","0.00","506","455.40","556.60"
"Pensalir","","Outfit","Thief","Thief","Legendary","0","0.00","0.00","0","0.00","0.00","905","814.50","995.50"
"Pensalir","","Outfit","Thief","Thief","Mythic","0","0.00","0.00","0","0.00","0.00","1,640","1,476.00","1,804.00"
"Eclectic","","Hat","Thief","Thief","Normal","0","0.00","0.00","0","0.00","0.00","9","8.10","9.90"
"Eclectic","","Hat","Thief","Thief","Rare","0","0.00","0.00","0","0.00","0.00","37","33.30","40.70"
"Eclectic","","Hat","Thief","Thief","Epic","0","0.00","0.00","0","0.00","0.00","101","90.90","111.10"
"Eclectic","","Hat","Thief","Thief","Unique","0","0.00","0.00","0","0.00","0.00","203","182.70","223.30"
"Eclectic","","Hat","Thief","Thief","Legendary","0","0.00","0.00","0","0.00","0.00","362","325.80","398.20"
"Eclectic","","Hat","Thief","Thief","Mythic","0","0.00","0.00","0","0.00","0.00","656","590.40","721.60"
"Halphas","","Hat","Thief","Thief","Normal","0","0.00","0.00","0","0.00","0.00","9","8.10","9.90"
"Halphas","","Hat","Thief","Thief","Rare","0","0.00","0.00","0","0.00","0.00","37","33.30","40.70"
"Halphas","","Hat","Thief","Thief","Epic","0","0.00","0.00","0","0.00","0.00","101","90.90","111.10"
"Halphas","","Hat","Thief","Thief","Unique","0","0.00","0.00","0","0.00","0.00","203","182.70","223.30"
"Halphas","","Hat","Thief","Thief","Legendary","0","0.00","0.00","0","0.00","0.00","362","325.80","398.20"
"Halphas","","Hat","Thief","Thief","Mythic","0","0.00","0.00","0","0.00","0.00","656","590.40","721.60"
"Muspell","","Hat","Thief","Thief","Normal","0","0.00","0.00","0","0.00","0.00","9","8.10","9.90"
"Muspell","","Hat","Thief","Thief","Rare","0","0.00","0.00","0","0.00","0.00","37","33.30","40.70"
"Muspell","","Hat","Thief","Thief","Epic","0","0.00","0.00","0","0.00","0.00","101","90.90","111.10"
"Muspell","","Hat","Thief","Thief","Unique","0","0.00","0.00","0","0.00","0.00","203","182.70","223.30"
"Muspell","","Hat","Thief","Thief","Legendary","0","0.00","0.00","0","0.00","0.00","362","325.80","398.20"
"Muspell","","Hat","Thief","Thief","Mythic","0","0.00","0.00","0","0.00","0.00","656","590.40","721.60"
"Pensalir","","Hat","Thief","Thief","Normal","0","0.00","0.00","0","0.00","0.00","9","8.10","9.90"
"Pensalir","","Hat","Thief","Thief","Rare","0","0.00","0.00","0","0.00","0.00","37","33.30","40.70"
"Pensalir","","Hat","Thief","Thief","Epic","0","0.00","0.00","0","0.00","0.00","101","90.90","111.10"
"Pensalir","","Hat","Thief","Thief","Unique","0","0.00","0.00","0","0.00","0.00","203","182.70","223.30"
"Pensalir","","Hat","Thief","Thief","Legendary","0","0.00","0.00","0","0.00","0.00","362","325.80","398.20"
"Pensalir","","Hat","Thief","Thief","Mythic","0","0.00","0.00","0","0.00","0.00","656","590.40","721.60"
"Eclectic","","Gloves","Thief","Thief","Normal","0","0.00","0.00","0","0.00","0.00","14","12.60","15.40"
"Eclectic","","Gloves","Thief","Thief","Rare","0","0.00","0.00","0","0.00","0.00","56","50.40","61.60"
"Eclectic","","Gloves","Thief","Thief","Epic","0","0.00","0.00","0","0.00","0.00","151","135.90","166.10"
"Eclectic","","Gloves","Thief","Thief","Unique","0","0.00","0.00","0","0.00","0.00","304","273.60","334.40"
"Eclectic","","Gloves","Thief","Thief","Legendary","0","0.00","0.00","0","0.00","0.00","543","488.70","597.30"
"Eclectic","","Gloves","Thief","Thief","Mythic","0","0.00","0.00","0","0.00","0.00","984","885.60","1,082.40"
"Halphas","","Gloves","Thief","Thief","Normal","0","0.00","0.00","0","0.00","0.00","14","12.60","15.40"
"Halphas","","Gloves","Thief","Thief","Rare","0","0.00","0.00","0","0.00","0.00","56","50.40","61.60"
"Halphas","","Gloves","Thief","Thief","Epic","0","0.00","0.00","0","0.00","0.00","151","135.90","166.10"
"Halphas","","Gloves","Thief","Thief","Unique","0","0.00","0.00","0","0.00","0.00","304","273.60","334.40"
"Halphas","","Gloves","Thief","Thief","Legendary","0","0.00","0.00","0","0.00","0.00","543","488.70","597.30"
"Halphas","","Gloves","Thief","Thief","Mythic","0","0.00","0.00","0","0.00","0.00","984","885.60","1,082.40"
"Muspell","","Gloves","Thief","Thief","Normal","0","0.00","0.00","0","0.00","0.00","14","12.60","15.40"
"Muspell","","Gloves","Thief","Thief","Rare","0","0.00","0.00","0","0.00","0.00","56","50.40","61.60"
"Muspell","","Gloves","Thief","Thief","Epic","0","0.00","0.00","0","0.00","0.00","151","135.90","166.10"
"Muspell","","Gloves","Thief","Thief","Unique","0","0.00","0.00","0","0.00","0.00","304","273.60","334.40"
"Muspell","","Gloves","Thief","Thief","Legendary","0","0.00","0.00","0","0.00","0.00","543","488.70","597.30"
"Muspell","","Gloves","Thief","Thief","Mythic","0","0.00","0.00","0","0.00","0.00","984","885.60","1,082.40"
"Pensalir","","Gloves","Thief","Thief","Normal","0","0.00","0.00","0","0.00","0.00","14","12.60","15.40"
"Pensalir","","Gloves","Thief","Thief","Rare","0","0.00","0.00","0","0.00","0.00","56","50.40","61.60"
"Pensalir","","Gloves","Thief","Thief","Epic","0","0.00","0.00","0","0.00","0.00","151","135.90","166.10"
"Pensalir","","Gloves","Thief","Thief","Unique","0","0.00","0.00","0","0.00","0.00","304","273.60","334.40"
"Pensalir","","Gloves","Thief","Thief","Legendary","0","0.00","0.00","0","0.00","0.00","543","488.70","597.30"
"Pensalir","","Gloves","Thief","Thief","Mythic","0","0.00","0.00","0","0.00","0.00","984","885.60","1,082.40"
"Briser","Gun","Weapon","Captain","Pirate","Normal","0","0.00","0.00","25","22.50","27.50","0","0.00","0.00"
"Briser","Gun","Weapon","Captain","Pirate","Rare","0","0.00","0.00","201","180.90","221.10","0","0.00","0.00"
"Briser","Gun","Weapon","Captain","Pirate","Epic","0","0.00","0.00","592","532.80","651.20","0","0.00","0.00"
"Briser","Gun","Weapon","Captain","Pirate","Unique","0","0.00","0.00","1,197","1,077.30","1,316.70","0","0.00","0.00"
"Briser","Gun","Weapon","Captain","Pirate","Legendary","0","0.00","0.00","2,073","1,865.70","2,280.30","0","0.00","0.00"
"Briser","Gun","Weapon","Captain","Pirate","Mythic","0","0.00","0.00","3,444","3,099.60","3,788.40","0","0.00","0.00"
"Jaihin","Gun","Weapon","Captain","Pirate","Normal","0","0.00","0.00","25","22.50","27.50","0","0.00","0.00"
"Jaihin","Gun","Weapon","Captain","Pirate","Rare","0","0.00","0.00","201","180.90","221.10","0","0.00","0.00"
"Jaihin","Gun","Weapon","Captain","Pirate","Epic","0","0.00","0.00","592","532.80","651.20","0","0.00","0.00"
"Jaihin","Gun","Weapon","Captain","Pirate","Unique","0","0.00","0.00","1,197","1,077.30","1,316.70","0","0.00","0.00"
"Jaihin","Gun","Weapon","Captain","Pirate","Legendary","0","0.00","0.00","2,073","1,865.70","2,280.30","0","0.00","0.00"
"Jaihin","Gun","Weapon","Captain","Pirate","Mythic","0","0.00","0.00","3,444","3,099.60","3,788.40","0","0.00","0.00"
"Utgard","Gun","Weapon","Captain","Pirate","Normal","0","0.00","0.00","25","22.50","27.50","0","0.00","0.00"
"Utgard","Gun","Weapon","Captain","Pirate","Rare","0","0.00","0.00","201","180.90","221.10","0","0.00","0.00"
"Utgard","Gun","Weapon","Captain","Pirate","Epic","0","0.00","0.00","592","532.80","651.20","0","0.00","0.00"
"Utgard","Gun","Weapon","Captain","Pirate","Unique","0","0.00","0.00","1,197","1,077.30","1,316.70","0","0.00","0.00"
"Utgard","Gun","Weapon","Captain","Pirate","Legendary","0","0.00","0.00","2,073","1,865.70","2,280.30","0","0.00","0.00"
"Utgard","Gun","Weapon","Captain","Pirate","Mythic","0","0.00","0.00","3,444","3,099.60","3,788.40","0","0.00","0.00"
"Vepar","Gun","Weapon","Captain","Pirate","Normal","0","0.00","0.00","25","22.50","27.50","0","0.00","0.00"
"Vepar","Gun","Weapon","Captain","Pirate","Rare","0","0.00","0.00","201","180.90","221.10","0","0.00","0.00"
"Vepar","Gun","Weapon","Captain","Pirate","Epic","0","0.00","0.00","592","532.80","651.20","0","0.00","0.00"
"Vepar","Gun","Weapon","Captain","Pirate","Unique","0","0.00","0.00","1,197","1,077.30","1,316.70","0","0.00","0.00"
"Vepar","Gun","Weapon","Captain","Pirate","Legendary","0","0.00","0.00","2,073","1,865.70","2,280.30","0","0.00","0.00"
"Vepar","Gun","Weapon","Captain","Pirate","Mythic","0","0.00","0.00","3,444","3,099.60","3,788.40","0","0.00","0.00"
"","Knuckler","Weapon","Striker","Pirate","Normal","25","22.50","27.50","0","0.00","0.00","0","0.00","0.00"
"","Knuckler","Weapon","Striker","Pirate","Rare","201","180.90","221.10","0","0.00","0.00","0","0.00","0.00"
"","Knuckler","Weapon","Striker","Pirate","Epic","592","532.80","651.20","0","0.00","0.00","0","0.00","0.00"
"","Knuckler","Weapon","Striker","Pirate","Unique","1,197","1,077.30","1,316.70","0","0.00","0.00","0","0.00","0.00"
"","Knuckler","Weapon","Striker","Pirate","Legendary","2,073","1,865.70","2,280.30","0","0.00","0.00","0","0.00","0.00"
"","Knuckler","Weapon","Striker","Pirate","Mythic","3,444","3,099.60","3,788.40","0","0.00","0.00","0","0.00","0.00"
"Briser","Knuckler","Weapon","Striker","Pirate","Normal","25","22.50","27.50","0","0.00","0.00","0","0.00","0.00"
"Briser","Knuckler","Weapon","Striker","Pirate","Rare","201","180.90","221.10","0","0.00","0.00","0","0.00","0.00"
"Briser","Knuckler","Weapon","Striker","Pirate","Epic","592","532.80","651.20","0","0.00","0.00","0","0.00","0.00"
"Briser","Knuckler","Weapon","Striker","Pirate","Unique","1,197","1,077.30","1,316.70","0","0.00","0.00","0","0.00","0.00"
"Briser","Knuckler","Weapon","Striker","Pirate","Legendary","2,073","1,865.70","2,280.30","0","0.00","0.00","0","0.00","0.00"
"Briser","Knuckler","Weapon","Striker","Pirate","Mythic","3,444","3,099.60","3,788.40","0","0.00","0.00","0","0.00","0.00"
"Jaihin","Knuckler","Weapon","Striker","Pirate","Normal","25","22.50","27.50","0","0.00","0.00","0","0.00","0.00"
"Jaihin","Knuckler","Weapon","Striker","Pirate","Rare","201","180.90","221.10","0","0.00","0.00","0","0.00","0.00"
"Jaihin","Knuckler","Weapon","Striker","Pirate","Epic","592","532.80","651.20","0","0.00","0.00","0","0.00","0.00"
"Jaihin","Knuckler","Weapon","Striker","Pirate","Unique","1,197","1,077.30","1,316.70","0","0.00","0.00","0","0.00","0.00"
"Jaihin","Knuckler","Weapon","Striker","Pirate","Legendary","2,073","1,865.70","2,280.30","0","0.00","0.00","0","0.00","0.00"
"Jaihin","Knuckler","Weapon","Striker","Pirate","Mythic","3,444","3,099.60","3,788.40","0","0.00","0.00","0","0.00","0.00"
"Utgard","Knuckler","Weapon","Striker","Pirate","Normal","25","22.50","27.50","0","0.00","0.00","0","0.00","0.00"
"Utgard","Knuckler","Weapon","Striker","Pirate","Rare","201","180.90","221.10","0","0.00","0.00","0","0.00","0.00"
"Utgard","Knuckler","Weapon","Striker","Pirate","Epic","592","532.80","651.20","0","0.00","0.00","0","0.00","0.00"
"Utgard","Knuckler","Weapon","Striker","Pirate","Unique","1,197","1,077.30","1,316.70","0","0.00","0.00","0","0.00","0.00"
"Utgard","Knuckler","Weapon","Striker","Pirate","Legendary","2,073","1,865.70","2,280.30","0","0.00","0.00","0","0.00","0.00"
"Utgard","Knuckler","Weapon","Striker","Pirate","Mythic","3,444","3,099.60","3,788.40","0","0.00","0.00","0","0.00","0.00"
"Eclectic","","Shoes","Pirate","Pirate","Normal","0","0.00","0.00","0","0.00","0.00","13","11.70","14.30"
"Eclectic","","Shoes","Pirate","Pirate","Rare","0","0.00","0.00","0","0.00","0.00","55","49.50","60.50"
"Eclectic","","Shoes","Pirate","Pirate","Epic","0","0.00","0.00","0","0.00","0.00","150","135.00","165.00"
"Eclectic","","Shoes","Pirate","Pirate","Unique","0","0.00","0.00","0","0.00","0.00","303","272.70","333.30"
"Eclectic","","Shoes","Pirate","Pirate","Legendary","0","0.00","0.00","0","0.00","0.00","542","487.80","596.20"
"Eclectic","","Shoes","Pirate","Pirate","Mythic","0","0.00","0.00","0","0.00","0.00","983","884.70","1,081.30"
"Muspell","","Shoes","Pirate","Pirate","Normal","0","0.00","0.00","0","0.00","0.00","13","11.70","14.30"
"Muspell","","Shoes","Pirate","Pirate","Rare","0","0.00","0.00","0","0.00","0.00","55","49.50","60.50"
"Muspell","","Shoes","Pirate","Pirate","Epic","0","0.00","0.00","0","0.00","0.00","150","135.00","165.00"
"Muspell","","Shoes","Pirate","Pirate","Unique","0","0.00","0.00","0","0.00","0.00","303","272.70","333.30"
"Muspell","","Shoes","Pirate","Pirate","Legendary","0","0.00","0.00","0","0.00","0.00","542","487.80","596.20"
"Muspell","","Shoes","Pirate","Pirate","Mythic","0","0.00","0.00","0","0.00","0.00","983","884.70","1,081.30"
"Pensalir","","Shoes","Pirate","Pirate","Normal","0","0.00","0.00","0","0.00","0.00","13","11.70","14.30"
"Pensalir","","Shoes","Pirate","Pirate","Rare","0","0.00","0.00","0","0.00","0.00","55","49.50","60.50"
"Pensalir","","Shoes","Pirate","Pirate","Epic","0","0.00","0.00","0","0.00","0.00","150","135.00","165.00"
"Pensalir","","Shoes","Pirate","Pirate","Unique","0","0.00","0.00","0","0.00","0.00","303","272.70","333.30"
"Pensalir","","Shoes","Pirate","Pirate","Legendary","0","0.00","0.00","0","0.00","0.00","542","487.80","596.20"
"Pensalir","","Shoes","Pirate","Pirate","Mythic","0","0.00","0.00","0","0.00","0.00","983","884.70","1,081.30"
"Vepar","","Shoes","Pirate","Pirate","Normal","0","0.00","0.00","0","0.00","0.00","13","11.70","14.30"
"Vepar","","Shoes","Pirate","Pirate","Rare","0","0.00","0.00","0","0.00","0.00","55","49.50","60.50"
"Vepar","","Shoes","Pirate","Pirate","Epic","0","0.00","0.00","0","0.00","0.00","150","135.00","165.00"
"Vepar","","Shoes","Pirate","Pirate","Unique","0","0.00","0.00","0","0.00","0.00","303","272.70","333.30"
"Vepar","","Shoes","Pirate","Pirate","Legendary","0","0.00","0.00","0","0.00","0.00","542","487.80","596.20"
"Vepar","","Shoes","Pirate","Pirate","Mythic","0","0.00","0.00","0","0.00","0.00","983","884.70","1,081.30"
"Eclectic","","Outfit","Pirate","Pirate","Normal","0","0.00","0.00","0","0.00","0.00","21","18.90","23.10"
"Eclectic","","Outfit","Pirate","Pirate","Rare","0","0.00","0.00","0","0.00","0.00","92","82.80","101.20"
"Eclectic","","Outfit","Pirate","Pirate","Epic","0","0.00","0.00","0","0.00","0.00","251","225.90","276.10"
"Eclectic","","Outfit","Pirate","Pirate","Unique","0","0.00","0.00","0","0.00","0.00","505","454.50","555.50"
"Eclectic","","Outfit","Pirate","Pirate","Legendary","0","0.00","0.00","0","0.00","0.00","904","813.60","994.40"
"Eclectic","","Outfit","Pirate","Pirate","Mythic","0","0.00","0.00","0","0.00","0.00","1,639","1,475.10","1,802.90"
"Muspell","","Outfit","Pirate","Pirate","Normal","0","0.00","0.00","0","0.00","0.00","21","18.90","23.10"
"Muspell","","Outfit","Pirate","Pirate","Rare","0","0.00","0.00","0","0.00","0.00","92","82.80","101.20"
"Muspell","","Outfit","Pirate","Pirate","Epic","0","0.00","0.00","0","0.00","0.00","251","225.90","276.10"
"Muspell","","Outfit","Pirate","Pirate","Unique","0","0.00","0.00","0","0.00","0.00","505","454.50","555.50"
"Muspell","","Outfit","Pirate","Pirate","Legendary","0","0.00","0.00","0","0.00","0.00","904","813.60","994.40"
"Muspell","","Outfit","Pirate","Pirate","Mythic","0","0.00","0.00","0","0.00","0.00","1,639","1,475.10","1,802.90"
"Pensalir","","Outfit","Pirate","Pirate","Normal","0","0.00","0.00","0","0.00","0.00","21","18.90","23.10"
"Pensalir","","Outfit","Pirate","Pirate","Rare","0","0.00","0.00","0","0.00","0.00","92","82.80","101.20"
"Pensalir","","Outfit","Pirate","Pirate","Epic","0","0.00","0.00","0","0.00","0.00","251","225.90","276.10"
"Pensalir","","Outfit","Pirate","Pirate","Unique","0","0.00","0.00","0","0.00","0.00","505","454.50","555.50"
"Pensalir","","Outfit","Pirate","Pirate","Legendary","0","0.00","0.00","0","0.00","0.00","904","813.60","994.40"
"Pensalir","","Outfit","Pirate","Pirate","Mythic","0","0.00","0.00","0","0.00","0.00","1,639","1,475.10","1,802.90"
"Vepar","","Outfit","Pirate","Pirate","Normal","0","0.00","0.00","0","0.00","0.00","21","18.90","23.10"
"Vepar","","Outfit","Pirate","Pirate","Rare","0","0.00","0.00","0","0.00","0.00","92","82.80","101.20"
"Vepar","","Outfit","Pirate","Pirate","Epic","0","0.00","0.00","0","0.00","0.00","251","225.90","276.10"
"Vepar","","Outfit","Pirate","Pirate","Unique","0","0.00","0.00","0","0.00","0.00","505","454.50","555.50"
"Vepar","","Outfit","Pirate","Pirate","Legendary","0","0.00","0.00","0","0.00","0.00","904","813.60","994.40"
"Vepar","","Outfit","Pirate","Pirate","Mythic","0","0.00","0.00","0","0.00","0.00","1,639","1,475.10","1,802.90"
"Eclectic","","Hat","Pirate","Pirate","Normal","0","0.00","0.00","0","0.00","0.00","8","7.20","8.80"
"Eclectic","","Hat","Pirate","Pirate","Rare","0","0.00","0.00","0","0.00","0.00","36","32.40","39.60"
"Eclectic","","Hat","Pirate","Pirate","Epic","0","0.00","0.00","0","0.00","0.00","100","90.00","110.00"
"Eclectic","","Hat","Pirate","Pirate","Unique","0","0.00","0.00","0","0.00","0.00","202","181.80","222.20"
"Eclectic","","Hat","Pirate","Pirate","Legendary","0","0.00","0.00","0","0.00","0.00","361","324.90","397.10"
"Eclectic","","Hat","Pirate","Pirate","Mythic","0","0.00","0.00","0","0.00","0.00","655","589.50","720.50"
"Muspell","","Hat","Pirate","Pirate","Normal","0","0.00","0.00","0","0.00","0.00","8","7.20","8.80"
"Muspell","","Hat","Pirate","Pirate","Rare","0","0.00","0.00","0","0.00","0.00","36","32.40","39.60"
"Muspell","","Hat","Pirate","Pirate","Epic","0","0.00","0.00","0","0.00","0.00","100","90.00","110.00"
"Muspell","","Hat","Pirate","Pirate","Unique","0","0.00","0.00","0","0.00","0.00","202","181.80","222.20"
"Muspell","","Hat","Pirate","Pirate","Legendary","0","0.00","0.00","0","0.00","0.00","361","324.90","397.10"
"Muspell","","Hat","Pirate","Pirate","Mythic","0","0.00","0.00","0","0.00","0.00","655","589.50","720.50"
"Pensalir","","Hat","Pirate","Pirate","Normal","0","0.00","0.00","0","0.00","0.00","8","7.20","8.80"
"Pensalir","","Hat","Pirate","Pirate","Rare","0","0.00","0.00","0","0.00","0.00","36","32.40","39.60"
"Pensalir","","Hat","Pirate","Pirate","Epic","0","0.00","0.00","0","0.00","0.00","100","90.00","110.00"
"Pensalir","","Hat","Pirate","Pirate","Unique","0","0.00","0.00","0","0.00","0.00","202","181.80","222.20"
"Pensalir","","Hat","Pirate","Pirate","Legendary","0","0.00","0.00","0","0.00","0.00","361","324.90","397.10"
"Pensalir","","Hat","Pirate","Pirate","Mythic","0","0.00","0.00","0","0.00","0.00","655","589.50","720.50"
"Vepar","","Hat","Pirate","Pirate","Normal","0","0.00","0.00","0","0.00","0.00","8","7.20","8.80"
"Vepar","","Hat","Pirate","Pirate","Rare","0","0.00","0.00","0","0.00","0.00","36","32.40","39.60"
"Vepar","","Hat","Pirate","Pirate","Epic","0","0.00","0.00","0","0.00","0.00","100","90.00","110.00"
"Vepar","","Hat","Pirate","Pirate","Unique","0","0.00","0.00","0","0.00","0.00","202","181.80","222.20"
"Vepar","","Hat","Pirate","Pirate","Legendary","0","0.00","0.00","0","0.00","0.00","361","324.90","397.10"
"Vepar","","Hat","Pirate","Pirate","Mythic","0","0.00","0.00","0","0.00","0.00","655","589.50","720.50"
"Eclectic","","Gloves","Pirate","Pirate","Normal","0","0.00","0.00","0","0.00","0.00","13","11.70","14.30"
"Eclectic","","Gloves","Pirate","Pirate","Rare","0","0.00","0.00","0","0.00","0.00","55","49.50","60.50"
"Eclectic","","Gloves","Pirate","Pirate","Epic","0","0.00","0.00","0","0.00","0.00","150","135.00","165.00"
"Eclectic","","Gloves","Pirate","Pirate","Unique","0","0.00","0.00","0","0.00","0.00","303","272.70","333.30"
"Eclectic","","Gloves","Pirate","Pirate","Legendary","0","0.00","0.00","0","0.00","0.00","542","487.80","596.20"
"Eclectic","","Gloves","Pirate","Pirate","Mythic","0","0.00","0.00","0","0.00","0.00","983","884.70","1,081.30"
"Muspell","","Gloves","Pirate","Pirate","Normal","0","0.00","0.00","0","0.00","0.00","13","11.70","14.30"
"Muspell","","Gloves","Pirate","Pirate","Rare","0","0.00","0.00","0","0.00","0.00","55","49.50","60.50"
"Muspell","","Gloves","Pirate","Pirate","Epic","0","0.00","0.00","0","0.00","0.00","150","135.00","165.00"
"Muspell","","Gloves","Pirate","Pirate","Unique","0","0.00","0.00","0","0.00","0.00","303","272.70","333.30"
"Muspell","","Gloves","Pirate","Pirate","Legendary","0","0.00","0.00","0","0.00","0.00","542","487.80","596.20"
"Muspell","","Gloves","Pirate","Pirate","Mythic","0","0.00","0.00","0","0.00","0.00","983","884.70","1,081.30"
"Pensalir","","Gloves","Pirate","Pirate","Normal","0","0.00","0.00","0","0.00","0.00","13","11.70","14.30"
"Pensalir","","Gloves","Pirate","Pirate","Rare","0","0.00","0.00","0","0.00","0.00","55","49.50","60.50"
"Pensalir","","Gloves","Pirate","Pirate","Epic","0","0.00","0.00","0","0.00","0.00","150","135.00","165.00"
"Pensalir","","Gloves","Pirate","Pirate","Unique","0","0.00","0.00","0","0.00","0.00","303","272.70","333.30"
"Pensalir","","Gloves","Pirate","Pirate","Legendary","0","0.00","0.00","0","0.00","0.00","542","487.80","596.20"
"Pensalir","","Gloves","Pirate","Pirate","Mythic","0","0.00","0.00","0","0.00","0.00","983","884.70","1,081.30"
"Vepar","","Gloves","Pirate","Pirate","Normal","0","0.00","0.00","0","0.00","0.00","13","11.70","14.30"
"Vepar","","Gloves","Pirate","Pirate","Rare","0","0.00","0.00","0","0.00","0.00","55","49.50","60.50"
"Vepar","","Gloves","Pirate","Pirate","Epic","0","0.00","0.00","0","0.00","0.00","150","135.00","165.00"
"Vepar","","Gloves","Pirate","Pirate","Unique","0","0.00","0.00","0","0.00","0.00","303","272.70","333.30"
"Vepar","","Gloves","Pirate","Pirate","Legendary","0","0.00","0.00","0","0.00","0.00","542","487.80","596.20"
"Vepar","","Gloves","Pirate","Pirate","Mythic","0","0.00","0.00","0","0.00","0.00","983","884.70","1,081.30"
"","Staff","Weapon","FlameWizard","Mage","Normal","0","0.00","0.00","25","22.50","27.50","0","0.00","0.00"
"","Staff","Weapon","FlameWizard","Mage","Rare","0","0.00","0.00","201","180.90","221.10","0","0.00","0.00"
"","Staff","Weapon","FlameWizard","Mage","Epic","0","0.00","0.00","592","532.80","651.20","0","0.00","0.00"
"","Staff","Weapon","FlameWizard","Mage","Unique","0","0.00","0.00","1,197","1,077.30","1,316.70","0","0.00","0.00"
"","Staff","Weapon","FlameWizard","Mage","Legendary","0","0.00","0.00","2,073","1,865.70","2,280.30","0","0.00","0.00"
"","Staff","Weapon","FlameWizard","Mage","Mythic","0","0.00","0.00","3,444","3,099.60","3,788.40","0","0.00","0.00"
"Briser","Staff","Weapon","FlameWizard","Mage","Normal","0","0.00","0.00","25","22.50","27.50","0","0.00","0.00"
"Briser","Staff","Weapon","FlameWizard","Mage","Rare","0","0.00","0.00","201","180.90","221.10","0","0.00","0.00"
"Briser","Staff","Weapon","FlameWizard","Mage","Epic","0","0.00","0.00","592","532.80","651.20","0","0.00","0.00"
"Briser","Staff","Weapon","FlameWizard","Mage","Unique","0","0.00","0.00","1,197","1,077.30","1,316.70","0","0.00","0.00"
"Briser","Staff","Weapon","FlameWizard","Mage","Legendary","0","0.00","0.00","2,073","1,865.70","2,280.30","0","0.00","0.00"
"Briser","Staff","Weapon","FlameWizard","Mage","Mythic","0","0.00","0.00","3,444","3,099.60","3,788.40","0","0.00","0.00"
"Jaihin","Staff","Weapon","FlameWizard","Mage","Normal","0","0.00","0.00","25","22.50","27.50","0","0.00","0.00"
"Jaihin","Staff","Weapon","FlameWizard","Mage","Rare","0","0.00","0.00","201","180.90","221.10","0","0.00","0.00"
"Jaihin","Staff","Weapon","FlameWizard","Mage","Epic","0","0.00","0.00","592","532.80","651.20","0","0.00","0.00"
"Jaihin","Staff","Weapon","FlameWizard","Mage","Unique","0","0.00","0.00","1,197","1,077.30","1,316.70","0","0.00","0.00"
"Jaihin","Staff","Weapon","FlameWizard","Mage","Legendary","0","0.00","0.00","2,073","1,865.70","2,280.30","0","0.00","0.00"
"Jaihin","Staff","Weapon","FlameWizard","Mage","Mythic","0","0.00","0.00","3,444","3,099.60","3,788.40","0","0.00","0.00"
"Utgard","Staff","Weapon","FlameWizard","Mage","Normal","0","0.00","0.00","25","22.50","27.50","0","0.00","0.00"
"Utgard","Staff","Weapon","FlameWizard","Mage","Rare","0","0.00","0.00","201","180.90","221.10","0","0.00","0.00"
"Utgard","Staff","Weapon","FlameWizard","Mage","Epic","0","0.00","0.00","592","532.80","651.20","0","0.00","0.00"
"Utgard","Staff","Weapon","FlameWizard","Mage","Unique","0","0.00","0.00","1,197","1,077.30","1,316.70","0","0.00","0.00"
"Utgard","Staff","Weapon","FlameWizard","Mage","Legendary","0","0.00","0.00","2,073","1,865.70","2,280.30","0","0.00","0.00"
"Utgard","Staff","Weapon","FlameWizard","Mage","Mythic","0","0.00","0.00","3,444","3,099.60","3,788.40","0","0.00","0.00"
"Briser","Wand","Weapon","Bishop","Mage","Normal","0","0.00","0.00","27","24.30","29.70","0","0.00","0.00"
"Briser","Wand","Weapon","Bishop","Mage","Rare","0","0.00","0.00","203","182.70","223.30","0","0.00","0.00"
"Briser","Wand","Weapon","Bishop","Mage","Epic","0","0.00","0.00","594","534.60","653.40","0","0.00","0.00"
"Briser","Wand","Weapon","Bishop","Mage","Unique","0","0.00","0.00","1,199","1,079.10","1,318.90","0","0.00","0.00"
"Briser","Wand","Weapon","Bishop","Mage","Legendary","0","0.00","0.00","2,075","1,867.50","2,282.50","0","0.00","0.00"
"Briser","Wand","Weapon","Bishop","Mage","Mythic","0","0.00","0.00","3,447","3,102.30","3,791.70","0","0.00","0.00"
"Eligos","Wand","Weapon","Bishop","Mage","Normal","0","0.00","0.00","27","24.30","29.70","0","0.00","0.00"
"Eligos","Wand","Weapon","Bishop","Mage","Rare","0","0.00","0.00","203","182.70","223.30","0","0.00","0.00"
"Eligos","Wand","Weapon","Bishop","Mage","Epic","0","0.00","0.00","594","534.60","653.40","0","0.00","0.00"
"Eligos","Wand","Weapon","Bishop","Mage","Unique","0","0.00","0.00","1,199","1,079.10","1,318.90","0","0.00","0.00"
"Eligos","Wand","Weapon","Bishop","Mage","Legendary","0","0.00","0.00","2,075","1,867.50","2,282.50","0","0.00","0.00"
